tweet,index
RT @centerofright: #DeMonetization - other than the usual suspects making usual noises - majority of Indians still trust @narendramodi on a…,3304
RT @centerofright: #DeMonetization - other than the usual suspects making usual noises - majority of Indians still trust @narendramodi on a…,3305
@sardesairajdeep  C-voter pulse poll on #demonetization https://t.co/2qGBFx3EJw,3306
"RT @centerofright: #DeMonetization - Folks who used to do big ticket purchases like bikes, cars using cash have vanished away",3307
RT @centerofright: #DeMonetization - other than the usual suspects making usual noises - majority of Indians still trust @narendramodi on a…,3308
#DeMonetization - other than the usual suspects making usual noises - majority of Indians still trust @narendramodi on action taken,3309
RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,3310
RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,3311
RT @ParvinSharma_: The #Demonetization is a huge step against terrorism #PmSavedKashmir,3312
"RT @centerofright: #DeMonetization - Folks who used to do big ticket purchases like bikes, cars using cash have vanished away",3313
"RT @centerofright: #DeMonetization - BM hoarders finding ways to move their cash - advance salaries in cash, repaying old dues to govt and…",3314
"RT @centerofright: #DeMonetization - BM hoarders finding ways to move their cash - advance salaries in cash, repaying old dues to govt and…",3315
RT @centerofright: #DeMonetization - allowing ppl to move online - Govt waived service charges on many online Trxns,3316
"RT @centerofright: #DeMonetization - Folks who used to do big ticket purchases like bikes, cars using cash have vanished away",3317
RT @centerofright: #DeMonetization - allowing ppl to move online - Govt waived service charges on many online Trxns,3318
"RT @centerofright: #DeMonetization - BM hoarders finding ways to move their cash - advance salaries in cash, repaying old dues to govt and…",3319
"RT @centerofright: #DeMonetization - Govt has either improvised or did course correction in steps taken, limits improvement and old notes f…",3320
RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,3321
RT @centerofright: #DeMonetization - malls and markets are getting back to life with purchases and folks are getting their change to 2K not…,3322
RT @centerofright: #DeMonetization - many families realised that they can live with less cash in hand by moving to plastic and online Trxns,3323
RT @centerofright: #DeMonetization -heard from HNIs that they r getting calls to convert their BM to new notes with 30% cut - means new not…,3324
RT @centerofright: #DeMonetization - malls and markets are getting back to life with purchases and folks are getting their change to 2K not…,3325
RT @centerofright: #DeMonetization -heard from HNIs that they r getting calls to convert their BM to new notes with 30% cut - means new not…,3326
RT @centerofright: #DeMonetization - the new 500 notes are not yet coming out of majority of the recalibrated ATMs. Ppl who had small amoun…,3327
RT @centerofright: #DeMonetization - ppl who hv hoarded the cash are still to start depositing in bank accts - Guess they expect an extn or…,3328
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3329
RT @centerofright: #DeMonetization - Some thoughts - 2 weeks over after that 8.00 PM speech. Lines hv reduced at banks for exchange. ATMs h…,3330
RT @Ra_THORe: #Demonetization #IndiaFightsCorruption Immense courage needed to take such a momentous decision @arunjaitley @narendramodi @P…,3331
RT @centerofright: #DeMonetization - the new 500 notes are not yet coming out of majority of the recalibrated ATMs. Ppl who had small amoun…,3332
RT @centerofright: #DeMonetization - Some thoughts - 2 weeks over after that 8.00 PM speech. Lines hv reduced at banks for exchange. ATMs h…,3333
"RT @TS_SinghDeo: Those whom the gods wish to destroy, they first make mad -
Sophocles. 
The most apt words. 
#demonetization  https://t.co/…",3334
RT @airnewsalerts: . @MVenkaiahNaidu blames opposition for not allowing #Parliament to function by creating uproar over #demonetization iss…,3335
"RT @centerofright: #DeMonetization - Folks who used to do big ticket purchases like bikes, cars using cash have vanished away",3336
"#DeMonetization - Folks who used to do big ticket purchases like bikes, cars using cash have vanished away",3337
RT @sbcltr: Mizoram has found a creative way of dealing with the cash crunch resulting from #demonetization. https://t.co/aJZiDCLmIJ,3338
"@BDUTT Forget Kashmir a min. Watchmen of this TL - C-voter pulse poll on #Demonetization FYR
https://t.co/2qGBFx3EJw",3339
RT @airnewsalerts: Central team visits #Telangana to assess situation in context of #demonetization.,3340
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3341
RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,3342
RT @kavita_krishnan: Sanghi DMs ban social media criticism of #demonetization. Only #NMApp with scripted answers is allowed I guess :) http…,3343
"RT @centerofright: #DeMonetization - BM hoarders finding ways to move their cash - advance salaries in cash, repaying old dues to govt and…",3344
We Indians ve always found an excuse to curse the system to hide our weak Morale strengths.#Demonetization of Moral… https://t.co/FY0rC6slKj,3345
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3346
#demonetization as a #casestudy in managing #complexity. Periodically revised so watch this space.… https://t.co/XviCuDe4CQ,3347
RT @ModiBharosa: #RatanTata supports PM Narendra Modi for #Demonetization https://t.co/fRTHY2Ltth,3348
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,3349
"@narendramodi Modiji, your step of #demonetization towards #modifiedgovt is bliss. But won't corruption start once again with the new money?",3350
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3351
"RT @PIB_India: Watch briefing on #Demonetization by DEA Secy @DasShaktikanta this morning here:
https://t.co/TDj2A6uO5u",3352
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3353
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3354
RT @ModiBharosa: #RatanTata supports PM Narendra Modi for #Demonetization https://t.co/fRTHY2Ltth,3355
"RT @centerofright: #DeMonetization - BM hoarders finding ways to move their cash - advance salaries in cash, repaying old dues to govt and…",3356
"RT @sumitkashyapjha: Economic impact of #demonetization : Smaller Showrooms, shops have started firing their sales executives quietly as sa…",3357
@TheOfficialSBI its 12th day since I req online demand draft.#demonetization gave emp of brnch 60335 free hand to refuse all other services.,3358
RT @centerofright: #DeMonetization - many families realised that they can live with less cash in hand by moving to plastic and online Trxns,3359
RT @centerofright: #DeMonetization - malls and markets are getting back to life with purchases and folks are getting their change to 2K not…,3360
I took survey @narendramodi App &amp; shared my opinion on the ban on old notes. Express yourself! https://t.co/PkBY7i6nOz #Demonetization,3361
RT @ModiBharosa: #RatanTata supports PM Narendra Modi for #Demonetization https://t.co/fRTHY2Ltth,3362
RT @centerofright: #DeMonetization -heard from HNIs that they r getting calls to convert their BM to new notes with 30% cut - means new not…,3363
RT @centerofright: #DeMonetization - many families realised that they can live with less cash in hand by moving to plastic and online Trxns,3364
RT @centerofright: #DeMonetization - ppl who hv hoarded the cash are still to start depositing in bank accts - Guess they expect an extn or…,3365
RT @centerofright: #DeMonetization - the new 500 notes are not yet coming out of majority of the recalibrated ATMs. Ppl who had small amoun…,3366
"RT @centerofright: #DeMonetization - BM hoarders finding ways to move their cash - advance salaries in cash, repaying old dues to govt and…",3367
"RT @peter_vas: Per C-Voter on #Demonetization, approximately:

80% not inconvenienced
25% good idea, poor implementation
5% bad idea, poor…",3368
RT @centerofright: #DeMonetization - allowing ppl to move online - Govt waived service charges on many online Trxns,3369
"RT @centerofright: #DeMonetization - Govt has either improvised or did course correction in steps taken, limits improvement and old notes f…",3370
RT @centerofright: #DeMonetization - Some thoughts - 2 weeks over after that 8.00 PM speech. Lines hv reduced at banks for exchange. ATMs h…,3371
"#DeMonetization - BM hoarders finding ways to move their cash - advance salaries in cash, repaying old dues to govt and suppliers",3372
"RT @centerofright: #DeMonetization - Govt has either improvised or did course correction in steps taken, limits improvement and old notes f…",3373
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3374
RT @centerofright: #DeMonetization - allowing ppl to move online - Govt waived service charges on many online Trxns,3375
RT @DesiUvach: #demonetization Christian miracle. https://t.co/fHsG9gV9iC,3376
RT @centerofright: #DeMonetization - Some thoughts - 2 weeks over after that 8.00 PM speech. Lines hv reduced at banks for exchange. ATMs h…,3377
RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,3378
"RT @peter_vas: Per C-Voter on #Demonetization, approximately:

80% not inconvenienced
25% good idea, poor implementation
5% bad idea, poor…",3379
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,3380
RT @ModiBharosa: #RatanTata supports PM Narendra Modi for #Demonetization https://t.co/fRTHY2Ltth,3381
RT @centerofright: #DeMonetization - malls and markets are getting back to life with purchases and folks are getting their change to 2K not…,3382
RT @ModiBharosa: #RatanTata supports PM Narendra Modi for #Demonetization https://t.co/fRTHY2Ltth,3383
"RT @peter_vas: Per C-Voter on #Demonetization, approximately:

80% not inconvenienced
25% good idea, poor implementation
5% bad idea, poor…",3384
"RT @DrShobha: #Demonetization  taught me minimalism .

Less stuff ! More happiness ! 

Thank you Prime Minister @PMOIndia 

#Insights",3385
RT @centerofright: #DeMonetization - allowing ppl to move online - Govt waived service charges on many online Trxns,3386
#RBI issued guidelines for 2.5 lakh withdrawal https://t.co/2im8CCLzIb #kashmirtelegraph #latestnews #banks #demonetization #kyc,3387
"RT @centerofright: #DeMonetization - Govt has either improvised or did course correction in steps taken, limits improvement and old notes f…",3388
#DeMonetization - allowing ppl to move online - Govt waived service charges on many online Trxns,3389
RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,3390
"RT @harshkkapoor: #Transformational #DeMonetization brings out Entrepreneural Abilities to fore<ed><U+00A0><U+00BD><ed><U+00B1><U+0087>
#DigitalIndia
#CashlessSociety https://t.c…",3391
RT @centerofright: #DeMonetization - the new 500 notes are not yet coming out of majority of the recalibrated ATMs. Ppl who had small amoun…,3392
RT @centerofright: #DeMonetization - many families realised that they can live with less cash in hand by moving to plastic and online Trxns,3393
"RT @centerofright: #DeMonetization - Govt has either improvised or did course correction in steps taken, limits improvement and old notes f…",3394
